FIPS,State,County,vaccine_intent,safty_side_effect,hesitancy,SVI,Population,House,Male,Female,MedianAge,White,Black,Native,Asian,Pacific,Other,Hispanic,NoSchool,HighSchool,GED,SomeCollegeless,SomeCollege,Associate,Bachelor,Master,Profession,Doctorate,PopPov,HousePov,PovRatio,Disability,GINI,Income,Employed,Unemployed,ArmedForce,Service,Natural,Production,Construction,Manufacturing,Wholesale,Retail,Transportation,Public,Historic_Undervaccination,Sociodemographic_Barriers,Resource_constrained_Healthcare_System,Healthcare_Accessibility_Barriers,Irregular_Care_Seeking_Behavior,CVAC,Cases,Deaths,Series_Complete_Pop_Pct,Series_Complete_12PlusPop_Pct,Series_Complete_18PlusPop_Pct,Series_Complete_65PlusPop_Pct,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65PlusPop_Pct,Metro.status,Economic.Types,democrat_share,republican_share,other_share,democrat_votes,republican_votes,other_votes,totalvotes,democrat_bin,Male_pct,Female_pct,White_pct,Black_pct,Native_pct,Asian_pct,Pacific_pct,Other_pct,Hispanic_pct,Disability_pct,Povpop_pct,Povhouse_pct,NoSchool_pct,HighSchool_pct,GED_pct,SomeCollegeless_pct,SomeCollege_pct,Associate_pct,Bachelor_pct,Master_pct,Profession_pct,Doctorate_pct,ArmedForce_pct,Employed_pct,Unmployed_pct,Service_pct,Natural_pct,Production_pct,Construction_pct,Manufacturing_pct,Wholesale_pct,Retail_pct,Transportation_pct,Public_pct
35045,New Mexico,San Juan County,8.852,12.223,0.1012,0.92,126515,43387,62677,63838,35.4,66160,1041,50133,984,76,4270,25668,1044,20735,4125,5421,16855,9932,7114,3967,641,471,26075,8334,30649,125242,0.4462,23235,49924,4755,0,9509,8348,6544,4095,1781,1038,6103,3431,2720,0.147086915,0.974530404,0.513212353,0.474052849,0.953517988,0.692773002,13581,450,0.224,0.268,0.297,0.481,0.303,0,0,0,1,2,0.345794929,0.628638085,0.025566987,18083,32874,1337,52294,0,0.495411611,0.504588389,0.522941944,0.008228273,0.396261313,0.007777734,0.000600719,0.033750939,0.202885033,0.989937952,0.206102043,0.192085187,0.008251986,0.163893609,0.032604829,0.042848674,0.133225309,0.078504525,0.056230487,0.031355966,0.005066593,0.003722879,0,0.394609335,0.037584476,0.075161048,0.065984271,0.051725092,0.032367703,0.014077382,0.008204561,0.048239339,0.027119314,0.021499427
35047,New Mexico,San Miguel County,16.708,15.959,0.061,0.99,27738,11609,13825,13913,44,16882,365,382,341,22,8835,21563,237,4569,858,941,4208,1565,2305,1485,217,200,7392,3525,6429,27140,0.504,20762,9626,873,0,2595,980,844,703,149,62,849,302,1114,0.191658707,0.989493792,0.089780325,0.657115568,0.952881248,0.635784782,1246,13,0.062,0.069,0.074,0.134,0,0,0,0,0,4,0.684069031,0.296678519,0.01925245,7888,3421,222,11531,1,0.498413728,0.501586272,0.608623549,0.013158843,0.013771721,0.012293604,0.000793136,0.318516115,0.77738121,0.978441128,0.266493619,0.303643725,0.008544235,0.164719879,0.030932295,0.03392458,0.151705242,0.056420795,0.083098998,0.053536665,0.007823203,0.007210325,0,0.347032951,0.031473069,0.093553969,0.035330593,0.030427572,0.025344293,0.005371692,0.002235201,0.03060783,0.010887591,0.040161511
35049,New Mexico,Santa Fe County,48.53,26.105,0.0604,0.53,149293,61921,72380,76913,46.3,125090,1574,4850,1889,164,11617,76446,1214,20828,3894,4932,16520,7342,22624,14688,4388,3775,18797,7638,36778,147742,0.4882,38520,70383,2996,69,13262,5991,5390,4951,1917,723,8524,2047,6906,0.222858962,0.474689589,0.023559376,0.230181471,0.937917861,0.301177969,9655,140,0.046,0.052,0.056,0.126,0.091,0.103,0.111,0.218,1,4,0.760455811,0.222907318,0.016636871,62530,18329,1368,82227,1,0.484818444,0.515181556,0.837882553,0.010543026,0.032486453,0.012652971,0.001098511,0.077813427,0.512053479,0.989611033,0.125906774,0.123350721,0.008131661,0.139510895,0.026082938,0.033035708,0.110654887,0.049178461,0.15154093,0.098383715,0.029391867,0.025285847,0.000462178,0.471442064,0.02006792,0.088832028,0.040129142,0.036103501,0.033162975,0.012840522,0.004842826,0.057095778,0.013711293,0.04625803
35051,New Mexico,Sierra County,21.134,18.413,0.0726,0.91,11031,5555,5463,5568,55.7,9907,44,481,83,0,229,3348,41,2011,459,523,1638,794,1127,548,98,46,2849,1470,2805,10772,0.5346,25344,3422,420,0,738,404,327,288,124,8,342,149,213,0.246099968,0.972620185,0.099013053,0.665074817,0.840815027,0.616364215,704,45,0.104,0.116,0.123,0.176,0,0,0,0,0,4,0.380992431,0.595794786,0.023212784,2265,3542,138,5945,0,0.495240685,0.504759315,0.898105339,0.003988759,0.043604388,0.00752425,0,0.020759677,0.303508295,0.976520714,0.258272142,0.264626463,0.003716798,0.182304415,0.041610008,0.047411839,0.148490617,0.071978968,0.102166621,0.04967818,0.008884054,0.004170066,0,0.310216662,0.038074517,0.066902366,0.036624059,0.029643731,0.02610824,0.011241048,0.000725229,0.031003535,0.013507388,0.019309219
35053,New Mexico,Socorro County,20.937,21.559,0.0726,0.97,16858,4520,8815,8043,39.4,13439,95,2057,553,0,318,8388,118,3589,533,703,1151,618,1322,675,115,306,4824,1027,2406,16748,0.4472,18948,5488,268,0,1156,426,559,168,209,58,280,153,282,0.278255333,0.967526266,0.150270614,0.828716969,0.970709965,0.737981535,1228,56,0.092,0.108,0.115,0.165,0.097,0,0,0,0,4,0.519832402,0.454608939,0.025558659,3722,3255,183,7160,1,0.522897141,0.477102859,0.797188279,0.005635307,0.122019219,0.032803417,0,0.018863448,0.49756792,0.993474908,0.286154941,0.227212389,0.006999644,0.212895954,0.031617036,0.041701269,0.068276189,0.036659153,0.078419741,0.040040337,0.006821687,0.018151619,0,0.325542769,0.015897497,0.068572784,0.025269902,0.033159331,0.009965595,0.012397675,0.003440503,0.016609325,0.00907581,0.016727963
35055,New Mexico,Taos County,32.137,19.584,0.061,0.86,32786,12103,16137,16649,48.8,27682,154,2131,282,1,1793,18652,150,6221,643,1454,4975,1653,4127,2162,436,262,5976,2293,6771,32601,0.4874,25646,13868,1319,3,3906,1686,656,1188,283,162,2640,223,762,0.288761541,0.966889526,0.041706463,0.552690226,0.921044253,0.600764088,1562,49,0.067,0.075,0.081,0.148,0.103,0.116,0.123,0.173,0,5,0.763692451,0.216227228,0.020080321,13121,3715,345,17181,1,0.492191789,0.507808211,0.844323797,0.004697127,0.064997255,0.008601232,3.05E-05,0.054687977,0.56890136,0.994357348,0.182272921,0.189457159,0.004575124,0.189745623,0.01961203,0.044348197,0.151741597,0.050417861,0.125876899,0.06594278,0.013298359,0.007991216,9.15E-05,0.422985421,0.040230586,0.119136217,0.051424388,0.02000854,0.036234978,0.008631733,0.004941133,0.080522174,0.006801684,0.023241628
35057,New Mexico,Torrance County,13.657,15.685,0.0726,0.75,15519,5644,8251,7268,43.6,14122,121,50,23,0,981,6687,62,3432,631,429,2190,830,987,480,73,58,3590,1196,3646,15216,0.4594,20876,5504,410,0,1213,848,720,583,157,102,678,324,566,0.245144858,0.988857052,0.554282076,0.182107609,0.94205667,0.64438077,658,12,0.031,0.036,0.039,0.107,0.05,0.057,0.062,0.133,1,0,0.3219338,0.655404477,0.022661722,2344,4772,165,7281,0,0.531670855,0.468329145,0.909981313,0.007796894,0.003221857,0.001482054,0,0.063212836,0.430891166,0.980475546,0.231329338,0.211906449,0.003995103,0.22114827,0.040659836,0.027643534,0.14111734,0.053482828,0.063599459,0.030929828,0.004703911,0.003737354,0,0.354662027,0.026419228,0.078162253,0.054642696,0.046394742,0.037566854,0.010116631,0.006572588,0.043688382,0.020877634,0.036471422
35061,New Mexico,Valencia County,19.638,17.537,0.0656,0.9,76027,27010,38244,37783,38.9,63117,1059,3257,707,0,5358,46056,717,13482,3469,3684,8582,4634,5554,3136,373,444,12525,4390,18400,74556,0.4353,23675,29682,2398,95,6372,3820,4003,2940,1267,466,3614,1999,2764,0.264883795,0.93919134,0.554282076,0.200573066,0.960522127,0.64660936,6227,99,0.034,0.04,0.044,0.107,0.07,0.082,0.091,0.193,1,0,0.441893608,0.537968213,0.020138179,14263,17364,650,32277,0,0.503031818,0.496968182,0.830191906,0.013929262,0.042840044,0.009299328,0,0.070474963,0.605784787,0.980651611,0.164744104,0.162532395,0.00943086,0.177331737,0.045628527,0.048456469,0.11288095,0.06095203,0.073052994,0.041248504,0.004906152,0.005840031,0.001249556,0.390413932,0.031541426,0.08381233,0.050245308,0.052652347,0.038670472,0.016665132,0.006129401,0.047535744,0.026293291,0.036355505
36001,New York,Albany County,71.167,22.066,0.0584,0.3,306968,126540,148624,158344,37.8,231246,38035,494,20192,129,4085,18325,1938,39824,7218,10683,21294,24091,43895,28970,7316,5521,34570,14383,69542,303159,0.46,37635,160761,7603,245,28679,8660,12681,6889,8078,2947,16084,5461,19690,0.204393505,0.278573703,0.032155365,0.377586756,0.372492837,0.113658071,21302,335,0.111,0.126,0.136,0.256,0.206,0.234,0.251,0.539,1,4,0.642900076,0.330136305,0.02696362,99474,51081,4172,154727,1,0.484167731,0.515832269,0.753322822,0.123905423,0.001609288,0.065778843,0.000420239,0.013307576,0.059696776,0.98759154,0.112617602,0.113663664,0.006313362,0.129733392,0.023513852,0.034801673,0.069368794,0.078480493,0.142995361,0.094374658,0.023833103,0.017985588,0.000798129,0.523706054,0.024768054,0.093426676,0.02821141,0.041310495,0.022442079,0.026315447,0.009600349,0.052396341,0.017790128,0.064143494
36003,New York,Allegany County,33.733,15.77,0.0816,0.58,46688,17948,23678,23010,39.1,44565,700,107,548,15,216,761,265,9239,1773,2065,3737,4186,3189,2468,211,400,7047,2868,11479,46221,0.44,24857,19996,1032,12,4111,2168,3491,1557,3085,241,1844,763,953,0.299904489,0.616682585,0.23654887,0.608404967,0.545049347,0.443807705,2936,82,0.057,0.066,0.072,0.137,0.127,0.146,0.159,0.359,0,5,0.289447236,0.676477626,0.034075138,6048,14135,712,20895,0,0.507153873,0.492846127,0.95452793,0.014993146,0.002291809,0.011737491,0.000321282,0.004626456,0.016299692,0.98999743,0.150938143,0.159794963,0.005675977,0.197888108,0.037975497,0.044229781,0.080041981,0.089659013,0.068304489,0.052861549,0.004519363,0.008567512,0.000257025,0.428289925,0.022104181,0.088052605,0.046435915,0.074772961,0.03334904,0.066076936,0.005161926,0.03949623,0.016342529,0.020412097
36005,New York,Bronx County,28.188,12.7,0.0676,0.99,1435068,503829,676437,758631,34.2,315533,504814,10116,52989,1385,494363,804018,37138,211483,48089,40074,121633,68468,120021,50413,9895,6221,392172,142774,325361,1414023,0.5118,21778,601341,66986,406,203822,41033,73522,30953,19796,9952,65494,47087,22166,0.344157911,0.878382681,0.034702324,0.611588666,0.640560331,0.505571474,143763,5897,0.07,0.085,0.093,0.231,0.124,0.149,0.164,0.377,1,0,0.821865916,0.156660862,0.021473223,355374,67740,9285,432399,1,0.471362333,0.528637667,0.219873205,0.35177009,0.007049143,0.036924383,0.000965111,0.344487509,0.56026474,0.98533519,0.273277643,0.283377892,0.025878913,0.14736793,0.03350991,0.027924809,0.084757656,0.047710631,0.083634364,0.035129346,0.006895144,0.004334986,0.000282913,0.419033105,0.046677927,0.142029507,0.02859307,0.051232415,0.021569013,0.013794468,0.006934863,0.045638255,0.032811686,0.015445958
36007,New York,Broome County,50.298,20.282,0.0717,0.62,193188,78549,95077,98111,39.9,165108,10918,348,8389,75,2058,8140,1399,32556,7746,8345,14524,16621,19781,12426,2239,1899,31945,12737,46045,190442,0.4652,28699,86505,5749,38,17499,5632,11259,4326,8709,2188,10666,3511,3736,0.241961159,0.53231455,0.046163642,0.423432028,0.35561923,0.206303725,15497,339,0.097,0.111,0.12,0.258,0.184,0.211,0.228,0.508,1,0,0.502813015,0.468479261,0.028707725,47010,43800,2684,93494,1,0.492147545,0.507852455,0.854649357,0.056514897,0.001801354,0.043424022,0.000388223,0.010652836,0.042135122,0.985785867,0.165357062,0.16215356,0.007241651,0.168519784,0.040095658,0.043196265,0.075180653,0.086035365,0.102392488,0.064320765,0.011589747,0.009829803,0.0001967,0.447776259,0.029758577,0.09058016,0.029152949,0.058280017,0.022392695,0.04508044,0.011325755,0.055210469,0.018174007,0.019338675
36009,New York,Cattaraugus County,57.05,17.585,0.0816,0.73,77121,31779,38322,38799,42,70859,1116,2485,610,0,470,1620,714,16616,4099,3445,5837,6877,5428,3909,415,329,12324,5108,19728,76342,0.4326,25822,33684,1975,33,6489,3639,5656,2649,4403,561,3933,1625,2050,0.212989494,0.82330468,0.209487424,0.679719834,0.336198663,0.430754537,4500,77,0.079,0.092,0.101,0.171,0.161,0.187,0.206,0.436,0,0,0.339225541,0.632674624,0.028099834,11879,22155,984,35018,0,0.496907457,0.503092543,0.91880292,0.014470767,0.032222093,0.007909648,0,0.006094319,0.021005952,0.98989899,0.159800832,0.160735077,0.009258179,0.215453638,0.053150244,0.044670064,0.075686259,0.089171562,0.070382905,0.050686583,0.005381154,0.004266024,0.000427899,0.436768195,0.025609108,0.084140506,0.047185591,0.073339298,0.034348621,0.057092102,0.007274283,0.050997783,0.021070785,0.026581606
36011,New York,Cayuga County,51.085,18.596,0.0776,0.5,77425,31221,39757,37668,42.9,71056,3303,106,441,5,604,2286,426,14439,3997,3526,6922,7257,7686,4010,507,320,8812,3605,19529,73839,0.4351,30509,36570,1735,46,7013,4033,5370,2610,4849,864,3992,1931,2411,0.240050939,0.40942375,0.066220949,0.422158548,0.341292582,0.17414836,5441,90,0.098,0.112,0.121,0.214,0.191,0.219,0.237,0.491,0,0,0.439309032,0.530794342,0.029896627,16149,19512,1099,36760,0,0.513490475,0.486509525,0.917739748,0.042660639,0.001369067,0.005695835,6.46E-05,0.007801098,0.029525347,0.953684211,0.113813368,0.115467154,0.005502099,0.186490152,0.051624152,0.045540846,0.089402648,0.093729416,0.099270262,0.051792057,0.006548273,0.004133032,0.000594123,0.472328059,0.022408783,0.090577979,0.052089119,0.069357443,0.033710042,0.06262835,0.011159186,0.051559574,0.024940265,0.031139813
36013,New York,Chautauqua County,73.39,17.952,0.0752,0.72,128496,53075,63355,65141,42.6,118515,3338,410,723,82,2843,9608,949,26020,5754,6776,9095,11937,11200,7029,974,713,22398,9101,32349,126145,0.4519,26165,55951,3615,34,11187,5472,10685,3374,9952,1121,5888,2468,2836,0.163323782,0.790830946,0.168099331,0.513530723,0.35561923,0.333333333,7455,126,0.081,0.094,0.102,0.174,0.176,0.202,0.22,0.464,0,0,0.386264012,0.583118621,0.030617367,23087,34853,1830,59770,0,0.493050367,0.506949633,0.92232443,0.025977462,0.003190761,0.005626634,0.000638152,0.022125202,0.074772756,0.981703711,0.174308928,0.171474329,0.007385444,0.202496576,0.044779604,0.052733159,0.070780413,0.092897833,0.087162246,0.054702092,0.007580002,0.005548811,0.0002646,0.435429897,0.028133171,0.087061076,0.042584983,0.083154339,0.026257627,0.077449882,0.008724007,0.045822438,0.019206824,0.022070726
36015,New York,Chemung County,42.235,22.642,0.0744,0.49,84895,33989,42056,42839,41.3,74766,5324,250,1135,12,610,2619,463,16864,4178,4472,7220,7220,7568,5015,721,559,11136,4729,21271,81599,0.4423,28778,37333,2220,38,7863,3091,5340,1793,5425,694,4462,1544,2103,0.155046164,0.334288443,0.218083413,0.556510665,0.320598535,0.201209806,6491,131,0.098,0.114,0.124,0.234,0.17,0.197,0.215,0.441,1,0,0.418926746,0.552038478,0.029034776,16636,21922,1153,39711,0,0.495388421,0.504611579,0.880687909,0.062712763,0.002944814,0.013369456,0.000141351,0.007185347,0.030849873,0.96117557,0.131173803,0.139133249,0.005453796,0.198645385,0.049213735,0.052676836,0.085046234,0.085046234,0.089145415,0.059072972,0.008492844,0.006584605,0.000447612,0.439754991,0.02614995,0.092620296,0.036409683,0.062901231,0.021120207,0.063902468,0.008174804,0.052559044,0.018187172,0.024771777
36017,New York,Chenango County,45.672,18.997,0.0765,0.56,47909,20697,24003,23906,44.9,46037,467,172,218,10,202,1049,310,10991,2389,2483,3877,4110,3603,2411,216,176,6368,3021,13227,47305,0.4329,27708,21649,1370,22,3700,2393,4045,1566,3773,409,2265,817,907,0.23400191,0.47309774,0.287488061,0.491881566,0.452722063,0.318688316,2505,70,0.079,0.091,0.099,0.193,0.161,0.186,0.202,0.435,0,3,0.369808627,0.601418566,0.028772806,8290,13482,645,22417,0,0.501012336,0.498987664,0.960925922,0.009747647,0.00359014,0.004550293,0.000208729,0.004216327,0.021895677,0.987392765,0.132918658,0.145963183,0.006470601,0.229414098,0.04986537,0.051827423,0.080924252,0.085787639,0.075205076,0.050324574,0.004508547,0.003673631,0.000459204,0.451877518,0.02859588,0.077229748,0.049948861,0.0844309,0.032686969,0.07875347,0.008537018,0.04727713,0.017053163,0.018931725
36019,New York,Clinton County,38.271,22.773,0.087,0.53,80583,31301,41257,39326,39.5,73237,3447,221,1133,15,1407,2344,667,16145,4662,3128,6243,5593,6630,4668,843,480,10902,4726,19205,75998,0.4278,27761,35759,1647,32,7670,3436,5582,1834,4247,652,5058,1741,3269,0.222540592,0.371537727,0.11907036,0.485832537,0.435211716,0.216173193,3803,27,0.152,0.173,0.185,0.39,0.267,0.303,0.324,0.665,0,4,0.515307125,0.463394786,0.021298089,18364,16514,759,35637,1,0.511981435,0.488018565,0.908839333,0.042775772,0.002742514,0.014060037,0.000186143,0.017460258,0.029088021,0.943102143,0.135289081,0.150985592,0.00827718,0.200352432,0.057853393,0.03881712,0.077472916,0.069406699,0.082275418,0.057927851,0.010461264,0.005956591,0.000397106,0.443753645,0.020438554,0.095181366,0.042639266,0.069270193,0.022759143,0.052703424,0.008091037,0.062767581,0.021605053,0.040566869
36021,New York,Columbia County,88.514,23.13,0.0703,0.39,60371,24966,30178,30193,48.2,53725,2741,34,1084,0,1129,2879,566,11939,1714,2450,4848,5305,7841,5150,1250,648,6777,2602,15728,58739,0.4663,38268,29694,1539,9,5715,3011,3260,2311,1933,775,3065,1200,2175,0.215536453,0.252467367,0.306271888,0.327921044,0.29417383,0.151225724,3460,96,0.087,0.097,0.105,0.18,0.2,0.224,0.241,0.492,0,5,0.569743719,0.404236885,0.026019396,20386,14464,931,35781,1,0.499875768,0.500124232,0.889914032,0.045402594,0.000563184,0.017955641,0,0.018701032,0.04768846,0.972967153,0.112255884,0.104221742,0.009375362,0.197760514,0.028391115,0.040582399,0.080303457,0.087873317,0.129880241,0.085305859,0.020705306,0.01073363,0.000149078,0.491858674,0.025492372,0.094664657,0.04987494,0.053999437,0.038279969,0.032018684,0.012837289,0.050769409,0.019877093,0.036027232
36023,New York,Cortland County,47.526,19.232,0.0752,0.35,47865,17745,23443,24422,36.4,45302,928,107,364,7,236,1293,264,7950,1713,1836,3346,4051,4711,2896,380,432,7272,2850,11394,47408,0.4434,28229,23241,1290,0,5263,2057,2775,1471,2352,366,2507,719,1000,0.185928048,0.370582617,0.035020694,0.449856734,0.427570837,0.171601401,3250,60,0.08,0.091,0.099,0.188,0.18,0.205,0.222,0.477,0,0,0.47364334,0.49282843,0.033528229,10369,10789,734,21892,0,0.489773321,0.510226679,0.946453567,0.019387862,0.002235454,0.007604722,0.000146245,0.004930534,0.027013475,0.990452314,0.151927296,0.160608622,0.005515512,0.166092134,0.035788154,0.038357882,0.069904941,0.084633866,0.098422647,0.060503499,0.007938995,0.009025384,0,0.485553118,0.026950799,0.109955082,0.042975034,0.057975556,0.030732268,0.049138201,0.007646506,0.052376476,0.015021414,0.020892092
36025,New York,Delaware County,59.415,18.449,0.0765,0.63,44995,18968,22703,22292,47.9,42629,802,44,349,2,337,1744,280,10379,1940,1915,3604,3912,4141,2721,307,241,7071,3024,11389,44562,0.4412,27701,19952,981,0,4116,2407,3227,1616,2535,365,2002,898,965,0.203120025,0.679083095,0.298949379,0.524673671,0.432664756,0.387774594,1605,33,0.059,0.065,0.07,0.101,0.147,0.163,0.175,0.337,0,3,0.396246858,0.580176822,0.02357632,9143,13387,544,23074,0,0.504567174,0.495432826,0.94741638,0.017824203,0.000977886,0.007756417,4.44E-05,0.007489721,0.038759862,0.990376709,0.157150795,0.159426402,0.006222914,0.230670074,0.043115902,0.042560284,0.080097789,0.086942994,0.092032448,0.060473386,0.00682298,0.005356151,0,0.443427047,0.021802422,0.091476831,0.053494833,0.07171908,0.035915102,0.056339593,0.008112012,0.044493833,0.019957773,0.021446827
36027,New York,Dutchess County,87.604,23.767,0.0633,0.42,293754,108413,146061,147693,42.2,229746,30970,934,10413,155,11222,35812,2495,45149,9986,12209,25526,22323,39123,25660,3947,3328,25065,9768,72701,285513,0.4497,40093,145110,7684,203,28136,13797,13131,9549,8942,2825,16975,7512,6729,0.163642152,0.181152499,0.081184336,0.29481057,0.386182744,0.076727157,23084,414,0.07,0.08,0.087,0.162,0.157,0.178,0.193,0.425,1,0,0.536200778,0.440268881,0.023530341,81443,66872,3574,151889,1,0.497222165,0.502777835,0.782103393,0.105428352,0.003179531,0.035448028,0.000527652,0.038202033,0.121911531,0.971945914,0.085326498,0.090099896,0.008493501,0.153696631,0.033994431,0.041561987,0.086895838,0.075992157,0.133182867,0.087352002,0.013436413,0.011329207,0.000691054,0.493984763,0.026157942,0.095780823,0.046967871,0.044700668,0.032506791,0.030440437,0.00961689,0.057786447,0.025572418,0.022906922
36029,New York,Erie County,89.269,19.583,0.0644,0.41,919355,389585,444825,474530,40.3,715409,123742,4634,32793,289,20349,50599,6600,151306,26896,35677,80513,76730,125398,71990,14651,9892,126806,54581,229105,907930,0.4661,33598,451762,20254,590,82440,29170,53434,21706,45075,11476,50241,20814,21026,0.192613817,0.494428526,0.065265839,0.376631646,0.321235275,0.165552372,66987,1621,0.1,0.115,0.125,0.25,0.177,0.204,0.222,0.478,1,0,0.560363433,0.414287722,0.025348846,267174,197527,12086,476787,1,0.483844652,0.516155348,0.778164039,0.134596538,0.00504049,0.035669573,0.000314351,0.022133996,0.055037499,0.987572809,0.137929309,0.140100363,0.007178946,0.164578427,0.029255293,0.038806555,0.087575528,0.083460687,0.136397801,0.078304899,0.015936173,0.010759717,0.000641754,0.491390159,0.022030663,0.089671563,0.031728766,0.058121183,0.023610031,0.049028939,0.012482664,0.054648096,0.022639786,0.022870382
36031,New York,Essex County,50.299,23.95,0.087,0.39,37459,15790,19504,17955,47.7,34788,1194,93,103,7,506,1129,215,8035,1836,1672,3610,3384,4292,2641,414,336,3435,1633,10010,35066,0.4362,31667,17336,912,6,4192,1927,2249,1312,1696,139,2005,499,981,0.227952881,0.348615091,0.088188475,0.444444444,0.432664756,0.190066858,1371,26,0.147,0.164,0.175,0.309,0.262,0.291,0.311,0.543,0,4,0.510888546,0.461016949,0.028094504,9947,8976,547,19470,1,0.520675939,0.479324061,0.928695374,0.03187485,0.002482714,0.002749673,0.000186871,0.013508102,0.030139619,0.936116821,0.091700259,0.103419886,0.005739609,0.214501188,0.049013588,0.044635468,0.096372033,0.09033877,0.114578606,0.070503751,0.011052084,0.008969807,0.000160175,0.462799327,0.024346619,0.111909021,0.051442911,0.060038976,0.035024961,0.045276169,0.003710724,0.053525188,0.013321231,0.026188633
36033,New York,Franklin County,30.612,19.358,0.087,0.71,50477,19015,27483,22994,39.9,41726,2863,3609,280,111,1057,1789,554,9691,3523,2296,4044,4400,3460,2599,443,187,7981,3396,11975,45835,0.4529,25406,19380,1468,10,5171,1838,2249,1153,850,175,2336,734,2645,0.191340337,0.735116205,0.104106972,0.577841452,0.458452722,0.360076409,2187,12,0.128,0.146,0.159,0.337,0.246,0.28,0.303,0.608,0,4,0.476467559,0.497837281,0.02569516,9253,9668,499,19420,0,0.544465796,0.455534204,0.826633912,0.056718902,0.07149791,0.005547081,0.002199021,0.02094023,0.035441884,0.908037324,0.158111615,0.178595845,0.010975296,0.19198843,0.069794164,0.045486063,0.080115696,0.087168413,0.06854607,0.051488797,0.008776274,0.003704658,0.00019811,0.383937239,0.029082552,0.102442697,0.036412624,0.044554946,0.022842086,0.016839353,0.003466926,0.046278503,0.014541276,0.052400103
36035,New York,Fulton County,50.862,18.7,0.0796,0.5,53646,22557,26800,26846,43.9,50640,1119,209,417,7,444,1662,524,11386,2380,2346,4818,5741,3785,2705,428,114,7814,3095,14369,52878,0.4234,27443,24632,1326,24,4827,2251,4707,1637,3010,477,3549,1724,1427,0.200573066,0.53104107,0.275708373,0.540592168,0.310729067,0.29162687,3452,85,0.077,0.089,0.096,0.149,0.15,0.172,0.187,0.377,0,0,0.329469924,0.6388335,0.031696577,7931,15378,763,24072,0,0.499571263,0.500428737,0.943965999,0.020858964,0.00389591,0.00777318,0.000130485,0.008276479,0.030980875,0.985683928,0.145658577,0.137207962,0.009767737,0.212243224,0.044364911,0.043731126,0.089810983,0.107016367,0.070555121,0.050423144,0.007978228,0.002125042,0.000447377,0.459158185,0.024717593,0.08997875,0.041960258,0.087741863,0.030514857,0.056108564,0.008891623,0.066155911,0.032136599,0.026600306
36037,New York,Genesee County,63.686,16.114,0.0851,0.19,57808,23759,28941,28867,43.1,53142,1214,490,455,0,971,1906,269,12506,2358,3047,4979,6029,5507,2932,477,294,6189,2621,14899,57314,0.4117,30511,29570,1274,7,5196,3617,5094,2063,4611,1051,3510,1029,1419,0.209169054,0.284622732,0.106017192,0.460681312,0.336198663,0.151544094,4491,120,0.096,0.11,0.12,0.254,0.177,0.204,0.222,0.518,0,0,0.327036118,0.641364548,0.031599334,9625,18876,930,29431,0,0.50064005,0.49935995,0.919284528,0.021000554,0.008476335,0.007870883,0,0.016796983,0.032971215,0.99145447,0.107061306,0.110316091,0.004653335,0.216336839,0.040790202,0.052708968,0.086129947,0.104293523,0.095263631,0.050719624,0.008251453,0.005085801,0.000121091,0.511520897,0.022038472,0.089883753,0.062569195,0.088119291,0.035687102,0.079764046,0.018180875,0.06071824,0.017800304,0.024546776
36039,New York,Greene County,69.495,21.088,0.0703,0.42,47424,17100,24796,22628,45.9,42486,2758,304,497,3,481,2804,582,11534,2155,2139,2849,4169,4364,2589,567,284,6167,2266,10204,44501,0.4526,28433,20451,836,22,3987,1814,2967,1456,1876,386,2823,1191,1617,0.323463865,0.743393824,0.223814072,0.483922318,0.466411971,0.423432028,2713,71,0.073,0.082,0.088,0.15,0.158,0.177,0.189,0.373,0,4,0.408609795,0.563625592,0.027764613,10346,14271,703,25320,0,0.522857625,0.477142375,0.895875506,0.058156208,0.006410256,0.010479926,6.33E-05,0.010142544,0.059126181,0.938364541,0.130039642,0.13251462,0.012272267,0.243210189,0.045441127,0.045103745,0.060075067,0.087909076,0.092020918,0.054592611,0.011955972,0.005988529,0.0004639,0.431237348,0.017628205,0.084071356,0.038250675,0.062563259,0.030701754,0.03955803,0.008139339,0.059526822,0.025113866,0.03409666
36041,New York,Hamilton County,37.684,25.048,0.087,0.39,4515,1157,2264,2251,55.3,4394,36,5,3,2,13,75,79,873,96,135,672,386,324,223,33,21,443,112,786,4493,0.3979,24851,1787,66,4,474,355,174,259,152,51,95,174,138,0.153454314,0.450811843,0.491881566,0.125437759,0.287169691,0.179879019,286,2,0.325,0.353,0.377,0.683,0.486,0.527,0.562,0.876,0,5,0.337632559,0.637718544,0.024648897,1178,2225,86,3489,0,0.501439646,0.498560354,0.973200443,0.007973422,0.00110742,0.000664452,0.000442968,0.002879291,0.016611296,0.995127353,0.098117386,0.096802074,0.017497231,0.193355482,0.021262458,0.029900332,0.148837209,0.085492802,0.071760797,0.049390919,0.00730897,0.004651163,0.000885936,0.395791805,0.01461794,0.104983389,0.0786268,0.038538206,0.057364341,0.033665559,0.011295681,0.021040975,0.038538206,0.030564784
